"","gsis_id","display_name","common_first_name","first_name","last_name","short_name","football_name","suffix","esb_id","nfl_id","pfr_id","pff_id","otc_id","espn_id","smart_id","birth_date","position_group","position","ngs_position_group","ngs_position","height","weight","headshot","college_name","college_conference","jersey_number","rookie_season","last_season","latest_team","status","ngs_status","ngs_status_short_description","years_of_experience","pff_position","pff_status","draft_year","draft_round","draft_pick","draft_team"
"17662","00-0039795","Nehemiah Pritchett","Nehemiah","Nehemiah","Pritchett","N.Pritchett","Nehemiah",NA,"PRI790475","57257","PritNe00","98875","11744","4567222","32005052-4979-0475-45d7-4f092566c86a","2001-02-11","DB","CB","DB","CB",72,188,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ao9rpvbwn2ckx5ejcodx","Auburn","Southeastern Conference","28",2024,2026,"SEA","ACT","ACT","Active",3,"CB","A",2024,5,136,"SEA"
"17663","00-0013262","Stanley Pritchett","Stanley","Stanley","Pritchett",NA,NA,NA,"PRI793301",NA,"PritSt00",NA,NA,"983","32005052-4979-3301-85b3-759f2c02bedc","1973-12-22","RB","RB",NA,NA,74,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/odr6ypymucqz2ybtfimc","South Carolina",NA,"46",1996,2004,"ATL","RES",NA,NA,9,NA,NA,1996,4,118,"MIA"
"17664","PRI796127","Wes Pritchett","Wes","Wesley","Pritchett",NA,NA,NA,"PRI796127",NA,"PritWe20",NA,NA,NA,"32005052-4979-6127-c78b-bae5333e0e86","1966-07-07","LB","LB",NA,NA,74,245,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fdi3qoyb2wu2mhjoqr49","Notre Dame",NA,"0",1991,1991,"ATL","CUT",NA,NA,1,NA,NA,1989,6,147,"MIA"
"17665","00-0013264","Bryan Proby","Bryan","Bryan","Proby",NA,NA,NA,"PRO047636",NA,"ProbBr20",NA,NA,NA,"32005052-4f04-7636-3561-56f7b43e98c5","1971-11-30","DL","DE",NA,NA,77,285,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rlonecbdh40vxa7w9i8s","Arizona State; Los Angeles Southwest College",NA,"67",1995,1996,"KC","RES",NA,NA,2,NA,NA,1995,6,202,"KC"
"17666","00-0036133","James Proche","James","James","Proche","J.Proche","James",NA,"PRO085796","52609","ProcJa00","48037","8941","3916204","32005052-4f08-5796-4cb1-27dfb52239e2","1996-09-20","WR","WR","WR","WR",71,193,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s1jyxzrzgn2od1sempye","SMU","American Athletic Conference","13",2020,2026,"TEN","UFA","ACT","Active",8,"WR","A",2020,6,201,"BAL"
"17667","00-0023023","Cory Procter","Cory","Cory","Procter",NA,NA,NA,"PRO107702",NA,"ProcCo20",NA,NA,"9443","32005052-4f10-7702-cca0-98314ea0896e","1982-10-18","OL","C",NA,NA,76,311,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vwuiuex0rz1cdc1qqtba","Montana",NA,"71",2005,2010,"MIA","RES",NA,NA,6,NA,NA,NA,NA,NA,NA
"17668","PRO114835","Kadyn Proctor","Kadyn","Kadyn","Proctor",NA,NA,NA,"PRO114835",NA,"ProcKa00",NA,NA,"4870976","32005052-4f11-4835-541d-2c6046e88c55","2005-06-04","OL","OT",NA,NA,79,369,NA,"Alabama",NA,NA,2026,2026,"MIA","UDF",NA,NA,0,NA,NA,NA,NA,NA,NA
"17669","PRO115871","Kaleb Proctor","Kaleb","Kaleb","Proctor",NA,NA,NA,"PRO115871",NA,"ProcKa01",NA,NA,"5084514","32005052-4f11-5871-6774-900b7aa2aee7","2004-04-26","DL","DT",NA,NA,75,280,NA,"Southeastern Louisiana",NA,NA,2026,2026,"ARI","UDF",NA,NA,0,NA,NA,NA,NA,NA,NA
"17670","00-0030600","Xavier Proctor","Xavier","Xavier","Proctor",NA,NA,NA,"PRO148782",NA,"ProcXa00","8555","2755","16649","32005052-4f14-8782-c284-55e19b00f4ed","1990-11-01","DL","DT",NA,NA,78,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/degpyztdd3c17shm4wuc","North Carolina Central",NA,"0",2013,2015,"NYG","CUT",NA,NA,1,NA,NA,NA,NA,NA,NA
"17671","00-0034442","Austin Proehl","Austin","Austin","Proehl","A.Proehl","Austin",NA,"PRO180048","46324","ProeAu00","48223","7140","3116680","32005052-4f18-0048-4444-3568f6277e81","1995-10-11","WR","WR",NA,NA,70,175,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xle1yrwnukaciqcvsqdg","North Carolina","Atlantic Coast Conference","0",2018,2021,"BUF","CUT","CUT","Waivers/No Rec.",1,NA,NA,2018,7,255,"BUF"
"17672","00-0036818","Blake Proehl","Blake","Christian","Proehl","B.Proehl","Blake",NA,"PRO185673","54031","ProeBl00","61224","9897","4239406","32005052-4f18-5673-8855-010c26175a1d","1999-01-12","WR","WR","WR","WR",73,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pl3a3njqvtqoddyg4mr2","East Carolina","American Athletic Conference","13",2021,2022,"MIN","DEV","CUT","Waivers/No Rec.",2,NA,NA,NA,NA,NA,NA
"17673","00-0013268","Ricky Proehl","Ricky","Richard","Proehl",NA,NA,NA,"PRO191673",NA,"ProeRi00",NA,NA,"90","32005052-4f19-1673-9e29-272bea14a1f1","1968-03-07","WR","WR",NA,NA,72,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dyzdnenej8omtg3cslo1","Wake Forest",NA,"11",1990,2006,"IND","ACT",NA,NA,17,NA,NA,1990,3,58,"ARI"
"17674","PRO255564","Gene Profit","Gene","Eugene","Profit",NA,NA,NA,"PRO255564",NA,"ProfGe20",NA,NA,NA,"32005052-4f25-5564-feb2-7a8ddfc09100","1964-11-11","DB","DB",NA,NA,70,168,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bbluoryqceto9hjpre09","Yale",NA,"0",1986,1988,"NE","ACT",NA,NA,3,NA,NA,NA,NA,NA,NA
"17675","00-0013271","Joe Prokop","Joe","Joseph","Prokop",NA,NA,NA,"PRO383346",NA,"ProkJo21",NA,NA,NA,"32005052-4f38-3346-5ecb-81f2fe34b34c","1960-07-07","SPEC","P",NA,NA,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fvzoghfwrwuf5a37vpfd","Pomona State",NA,"0",1985,1992,"NYG","CUT",NA,NA,7,NA,NA,NA,NA,NA,NA
"17676","00-0031085","Jay Prosch","Jay","Jay","Prosch","J.Prosch","Jay",NA,"PRO476929","41440","ProsJa00","8845","3150","16875","32005052-4f47-6929-ed89-74ff4a63d6bb","1992-08-21","RB","FB",NA,NA,73,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qfxm205gqvzzpy0z2oyw","Auburn; Illinois",NA,"45",2014,2017,"HOU","ACT","CUT",NA,4,"FB",NA,2014,6,211,"HOU"
"17677","00-0028059","Chris Prosinski","Chris","Christopher","Prosinski","C.Prosinski","Chris",NA,"PRO490429","37196","ProsCh00","6273","921","14072","32005052-4f49-0429-3783-f59ac9aa2626","1987-04-28","DB","DB","DB","SAFETY",73,213,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i33hoobrfihsekxbvsew","Wyoming",NA,"43",2011,2017,"CHI","CUT","CUT",NA,7,"S",NA,2011,4,121,"JAX"
"17678","00-0032393","C.J. Prosise","C.J.","Calvin","Prosise","C.Prosise","C.J.",NA,"PRO494028","43379","ProsC.00","10724","4803","2980148","32005052-4f49-4028-a668-879fa0d6643e","1994-05-20","RB","RB","RB","RB",73,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcutby5hu0vtijh6adle","Notre Dame","Independent","0",2016,2020,"TB","CUT","CUT","Active",5,"HB",NA,2016,3,90,"SEA"
"17679","PRO575019","Bob Prout","Bob","Robert","Prout",NA,NA,NA,"PRO575019",NA,"ProuBo20",NA,NA,NA,"32005052-4f57-5019-82ad-656a1cbc571d","1951-05-11","DB","DB",NA,NA,73,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vte78sloe3nuyol7luv6","Knox College",NA,"0",1974,1975,"NYJ","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"17680","PRO638910","Andrew Provence","Andrew","Andrew","Provence",NA,NA,NA,"PRO638910",NA,"ProvAn20",NA,NA,NA,"32005052-4f63-8910-c99a-b89f5fe6fa25","1961-03-08","LB","LB",NA,NA,75,265,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rcootaqrud7cpciso6i8","South Carolina",NA,"0",1983,1987,"ATL","ACT",NA,NA,5,NA,NA,1983,3,75,"ATL"
"17681","00-0013274","Dwayne Provo","Dwayne","Dwayne","Provo",NA,NA,NA,"PRO690801",NA,NA,NA,NA,NA,"32005052-4f69-0801-1721-e0f8e49ae5f9","1970-10-07","DB","DB",NA,NA,69,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otsvdc8mbmurounj4qtn","St. Marys University (Canada)",NA,"37",1997,1997,"NE","CUT",NA,NA,0,NA,NA,NA,NA,NA,NA
"17682","00-0024166","Ronnie Prude","Ronnie","Ronnie","Prude",NA,NA,NA,"PRU106788",NA,"PrudRo20",NA,NA,"10340","32005052-5510-6788-179e-2bc84ec35536","1982-06-04","DB","DB",NA,NA,71,178,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/puu7ygkl178wx0ir5wpt","LSU",NA,"27",2006,2007,"BAL","ACT",NA,NA,2,NA,NA,NA,NA,NA,NA
"17683","00-0022708","Etric Pruitt","Etric","Etric","Pruitt",NA,NA,NA,"PRU344712","29139","PruiEt20","1904",NA,"3999858","32005052-5534-4712-eb60-37bfdd7086c5","1981-08-16","DB","DB",NA,NA,72,218,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ruf3n9xgps2gj8rrkmmi","Southern Mississippi",NA,"35",2004,2007,"DET","RSN",NA,NA,3,NA,NA,2004,6,186,"ATL"
"17684","PRU355962","Greg Pruitt","Greg","Gregory","Pruitt",NA,NA,NA,"PRU355962",NA,"PruiGr00",NA,NA,NA,"32005052-5535-5962-ffe2-678b3a182c30","1951-08-18","RB","RB",NA,NA,70,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kcfhqaxhwtew8qinlxxu","Oklahoma",NA,"0",1974,1984,"LV","ACT",NA,NA,12,NA,NA,NA,NA,NA,NA
"17685","00-0013278","James Pruitt","James","James","Pruitt",NA,NA,NA,"PRU474616",NA,"PruiJa00",NA,NA,NA,"32005052-5547-4616-72b5-2175fca4b0e6","1964-01-29","WR","WR",NA,NA,75,199,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rmfxavdwb6vaqb42ov8i","California State-Fullerton",NA,"0",1986,1991,"MIA","CUT",NA,NA,5,NA,NA,1986,4,107,"MIA"
"17686","00-0033044","Jimmy Pruitt","Jimmy","Jimmy","Pruitt",NA,NA,NA,"PRU478816","44060","PruiJi00","11412","5434","2981210","32005052-5547-8816-9bee-79fcf907f414","1992-11-28","DB","CB",NA,NA,72,203,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kyhqpdepjgqehrvtir72","San Jose State",NA,"43",2016,2016,"NO","RES",NA,NA,0,NA,NA,NA,NA,NA,NA
"17687","00-0027173","Julius Pruitt","Julius","Julius","Pruitt",NA,NA,NA,"PRU485116",NA,"PruiJu00","5520","6540","13169","32005052-5548-5116-e5e3-b05f82054b3f","1985-12-30","WR","WR",NA,NA,74,206,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s2bwqdjpqbyqowdtw3o8","Ouachita Baptist University",NA,"11",2009,2011,"MIA","ACT",NA,NA,1,"WR",NA,NA,NA,NA,NA
"17688","PRU593270","Mike Pruitt","Mike","Michael","Pruitt",NA,NA,NA,"PRU593270",NA,"PruiMi00",NA,NA,NA,"32005052-5559-3270-93f2-906894c8fd5c","1954-04-03","RB","RB",NA,NA,72,222,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjqm31bc0e6bmrijauft","Purdue",NA,"0",1976,1986,"KC","ACT",NA,NA,11,NA,NA,1976,1,7,"CLE"
"17689","00-0013280","Mickey Pruitt","Mickey","Mickey","Pruitt",NA,NA,NA,"PRU711924",NA,"PruiMi20",NA,NA,NA,"32005052-5571-1924-9bfe-b6989f56aec9","1965-01-10","LB","LB",NA,NA,73,206,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kut1bw0oeu9gwu4lf4wt","Colorado",NA,"0",1988,1992,"DAL","ACT",NA,NA,5,NA,NA,NA,NA,NA,NA
"17690","00-0031585","MyCole Pruitt","MyCole","MyCole","Pruitt","M.Pruitt","MyCole",NA,"PRU720361","42486","PruiMy00","9576","3991","2508256","32005052-5572-0361-2ad1-b85baa0ceec4","1992-03-24","TE","TE",NA,NA,74,258,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jazo8egu5luwyxxcpjh8","Southern Illinois","Missouri Valley Football Conference","81",2015,2024,"PIT","ACT","CUT","R/UFA",9,"TE","A",2015,5,143,"MIN"
"17691","00-0024514","Ramiro Pruneda","Ramiro","Ramiro","Pruneda",NA,NA,NA,"PRU753010",NA,NA,NA,NA,NA,"32005052-5575-3010-b4b3-9dc1dc30344e","1983-01-25","OL","OT",NA,NA,78,317,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dlwbar4o3ksc4ylqsn14","Monterrey Tech",NA,"76",2007,2008,"SF","DEV",NA,NA,1,NA,NA,NA,NA,NA,NA
"17692","PRU764260","Karon Prunty","Karon","Karon","Prunty",NA,NA,NA,"PRU764260",NA,"PrunKa00",NA,NA,"4606666","32005052-5576-4260-9678-df0b5bf1e508","2001-12-24","DB","CB",NA,NA,74,192,NA,"Wake Forest",NA,NA,2026,2026,"NE","UDF",NA,NA,0,NA,NA,NA,NA,NA,NA
"17693","00-0013282","Trevor Pryce","Trevor","Trevor","Pryce",NA,NA,NA,"PRY103822","22357","PrycTr00","243",NA,"1198","32005052-5910-3822-40e3-2321f6e3e749","1975-08-03","DL","DE",NA,NA,77,290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgi63dcx942k76sofset","Clemson; Michigan",NA,"93",1997,2010,"NYJ","ACT",NA,NA,14,NA,NA,1997,1,28,"DEN"
"17694","00-0031343","Calvin Pryor","Calvin","Calvin","Pryor","C.Pryor","Calvin",NA,"PRY432541","41244","PryoCa00","8653","2957","16729","32005052-5943-2541-3b2b-d56a7e7e55ce","1992-07-02","DB","DB","DB",NA,71,207,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hori2inj7ywiafadabal","Louisville",NA,"29",2014,2017,"JAX","CUT","CUT",NA,4,"S",NA,2014,1,18,"NYJ"
"17695","00-0038835","Joshua Pryor","Joshua","Joshua","Pryor","J.Pryor","Joshua",NA,"PRY452541","56555","PryoJo00","153400","11511","4383684","32005052-5945-2541-9c0b-c0d3047ac86c","1999-10-25","DL","DE","DL","EDGE",76,280,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zlyoco3d0b8mxmelqiff","Bowie State","Central Intercollegiate Athletic Association","59",2023,2023,"WAS","ACT","CUT","Waivers/No Rec.",0,"ED","A",NA,NA,NA,NA
"17696","00-0037422","Kendric Pryor","Kendric","Kendric","Pryor","K.Pryor","Kendric",NA,"PRY454541","55007","PryoKe00","40408","10694","4035776","32005052-5945-4541-ee77-b97156739109","1998-01-06","WR","WR","WR","WR",71,189,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edqjtpuwrzqqbwtne9a5","Wisconsin","Big Ten Conference",NA,2022,2026,"CIN","ACT","DEV","Practice Squad",2,"WR","A",NA,NA,NA,NA
"17697","PRY456541","Layne Pryor","Layne","Layne","Pryor",NA,NA,NA,"PRY456541",NA,"PryoLa00",NA,NA,"4878842","32005052-5945-6541-b8ff-63047ad93bc7","2002-12-09","TE","TE",NA,NA,75,251,NA,"Northern Iowa",NA,NA,2025,2026,"HOU","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"17698","00-0029953","Lonnie Pryor","Lonnie","Lonnie","Pryor",NA,NA,NA,"PRY458541",NA,"PryoLo00","8166","2624","16372","32005052-5945-8541-5a40-32fde062e999","1990-02-22","RB","RB",NA,NA,72,224,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hseq1mqicwtpqtdfcbhc","Florida State",NA,"0",2013,2014,"TB","CUT",NA,NA,2,NA,NA,NA,NA,NA,NA
"17699","00-0034417","Matt Pryor","Matt","Matthew","Pryor","M.Pryor","Matt",NA,"PRY460541","46275","PryoMa00","46647","7091","3055886","32005052-5946-0541-f3df-485816e66481","1994-12-16","OL","OT","OL","G",79,332,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkhsm8by729olvyrixw9","TCU","Big Twelve Conference",NA,2018,2026,"ARI","ACT","ACT","Active",9,"T","A",2018,6,206,"PHI"
"17700","00-0027138","Myron Pryor","Myron","Myron","Pryor",NA,NA,NA,"PRY462541","34658","PryoMy99","5131","6558","12715","32005052-5946-2541-9976-c7786e3458dd","1986-06-13","DL","DT",NA,NA,73,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xc0uhnzfulntmmxp3nla","Kentucky",NA,"91",2009,2012,"NE","PUP",NA,NA,4,"DI",NA,2009,6,207,"NE"
"17701","00-0028825","Terrelle Pryor","Terrelle","Terrelle","Pryor","T.Pryor","Terrelle",NA,"PRY474541","38293","PryoTe00","6944","1300","14851","32005052-5947-4541-8fe2-e5e5da92bc35","1989-06-20","WR","WR",NA,NA,76,228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ac6blk5o4ztsr7hvtil9","Ohio State",NA,"10",2011,2018,"BUF","CUT","CUT",NA,6,"WR",NA,2011,3,1,"LV"
"17702","PRY485791","Ephesians Prysock","Ephesians","Ephesians","Prysock",NA,NA,NA,"PRY485791",NA,"PrysEp00",NA,NA,"4685523","32005052-5948-5791-8dca-9b324832f06a","2003-02-28","DB","CB",NA,NA,76,195,NA,"Washington; Arizona",NA,NA,2026,2026,"SF","UDF",NA,NA,0,NA,NA,NA,NA,NA,NA
"17703","00-0021321","Mike Pucillo","Mike","Michael","Pucillo",NA,NA,NA,"PUC296636","27348","PuciMi20","1185",NA,"3708","32005055-4329-6636-1902-b741eddc74a3","1979-07-14","OL","G",NA,NA,76,306,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ko9ipaiirnoy2lrmreto","Auburn",NA,"62",2002,2007,"WAS","RES",NA,NA,5,NA,NA,2002,7,215,"BUF"
"17704","00-0025663","Anthony Pudewell","Anthony","Anthony","Pudewell",NA,NA,NA,"PUD191671",NA,NA,NA,NA,"12231","32005055-4419-1671-258b-ba4e01d14a67","1983-04-06","TE","TE",NA,NA,76,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qimziava5fsydbfz6o5h","Nevada",NA,"0",2007,2007,"JAX","RES",NA,NA,0,NA,NA,NA,NA,NA,NA
"17705","PUE415291","Garry Puetz","Garry","Garry","Puetz",NA,NA,NA,"PUE415291",NA,"PuetGa20",NA,NA,NA,"32005055-4541-5291-da04-21af8f8ee35b","1952-03-14","OL","OT",NA,NA,75,263,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uzjfnsjwfs0nyxe6lnvk","Valparaiso University",NA,"0",1974,1982,"WAS","ACT",NA,NA,10,NA,NA,NA,NA,NA,NA
"17706","00-0021294","David Pugh","David","David","Pugh",NA,NA,NA,"PUG194895","27315","PughDa20",NA,NA,"3728","32005055-4719-4895-fda6-bdd358d0fa14","1979-07-24","DL","DT",NA,NA,74,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t9fbnrqg4w7jtqrmflwi","Virginia Tech",NA,"95",2002,2003,"IND","RES",NA,NA,2,NA,NA,2002,6,182,"IND"
"17707","PUG207645","Jethro Pugh","Jethro","Jethro","Pugh",NA,NA,NA,"PUG207645",NA,"PughJe20",NA,NA,NA,"32005055-4720-7645-19df-0062c142c0e8","1944-07-03","DL","DT",NA,NA,78,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsao4dstuttu4s24b79r","Elizabeth City State Univ",NA,"0",1974,1978,"DAL","ACT",NA,NA,14,NA,NA,NA,NA,NA,NA
"17708","00-0027799","Jordan Pugh","Jordan","Jordan","Pugh",NA,NA,NA,"PUG231645","35641","PughJo99","5725","1435","13439","32005055-4723-1645-a236-8d824f325f8a","1988-01-29","DB","DB",NA,NA,71,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/st59vnoadcn5gvf1exin","Texas A&M",NA,"37",2010,2013,"NO","ACT",NA,NA,4,"S",NA,2010,6,202,"CAR"
"17709","00-0030585","Justin Pugh","Justin","Justin","Pugh","J.Pugh","Justin",NA,"PUG243645","39965","PughJu00","7800","2200","15808","32005055-4724-3645-b43d-c9bf6229b7dd","1990-08-15","OL","G","OL","G",77,311,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vjpj5hrfb568u8ni8bvs","Syracuse","Big East","67",2013,2023,"NYG","ACT","ACT","Active",11,"G","A",2013,1,19,"NYG"
"17710","00-0030964","Jarrod Pughsley","Jarrod","Jarrod","Pughsley","J.Pughsley","Jarrod",NA,"PUG441540","41804","PughJa00","9333","3329","17312","32005055-4744-1540-3270-a34455bdcdbf","1990-12-18","OL","G","OL","C",76,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avhua5zbooqffm5o27ul","Akron",NA,"0",2014,2016,"BAL","DEV","CUT",NA,1,"G",NA,NA,NA,NA,NA
"17711","PUK415291","Craig Puki","Craig","Craig","Puki",NA,NA,NA,"PUK415291",NA,"PukiCr20",NA,NA,NA,"32005055-4b41-5291-8198-9d11f47192b7","1957-01-18","LB","LB",NA,NA,73,231,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yybfypredicje3y98dxf","Tennessee",NA,"0",1980,1982,"LA","ACT",NA,NA,3,NA,NA,1980,3,77,"SF"
"17712","00-0032171","Hayes Pullard","Hayes","Hayes","Pullard","H.Pullard","Hayes","III","PUL389002","42562","PullHa00","9652","4067","2510601","32005055-4c38-9002-330e-4ce8873ec82f","1992-04-18","LB","LB",NA,NA,72,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dncs1ew580cqj9f6k4qz","USC",NA,"50",2015,2018,"LAC","ACT","CUT",NA,4,"LB",NA,2015,7,219,"CLE"
"17713","00-0032911","Spencer Pulley","Spencer","Spencer","Pulley","S.Pulley","Spencer",NA,"PUL395752","43964","PullSp00","10998","4987","2577792","32005055-4c39-5752-20cf-db76236fac14","1993-04-04","OL","C",NA,NA,76,309,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hvyebzfdomw94gdyce0g","Vanderbilt","Southeastern Conference","0",2016,2021,"MIA","DEV","DEV","PS; Vet",6,"C",NA,NA,NA,NA,NA
"17714","PUM415291","Don Pumphrey","Don","Donald","Pumphrey",NA,NA,NA,"PUM415291",NA,"PumpDo20",NA,NA,NA,"32005055-4d41-5291-eb20-6fd9937592a4","1963-11-22","OL","OT",NA,NA,76,275,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ijj3rs1dymgo6ccw8rlf","Valdosta State; Northeast Oklahoma",NA,"0",1987,1987,"TB","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"17715","00-0033561","Donnel Pumphrey","Donnel","Donnel","Pumphrey","D.Pumphrey","Donnel",NA,"PUM422791","44945","PumpDo00","11887","5718","3047519","32005055-4d42-2791-b587-56baa1bdae3e","1994-12-06","RB","RB",NA,NA,69,176,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xgkzangea2qtf8hj5ymp","San Diego State",NA,"0",2017,2018,"PHI","DEV","CUT",NA,2,NA,NA,2017,4,132,"PHI"
"17716","00-0035420","Derrick Puni","Derrick","Derrick","Puni",NA,"Derrick",NA,"PUN129904","48563","PuniDe00","94378",NA,"4329476","32005055-4e12-9904-f7d8-c26d5426e503","1994-12-13","OL","OT",NA,NA,77,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvlnql56bprevdpodk7a","Central Missouri",NA,"60",2019,2019,"DAL","CUT","CUT",NA,0,NA,NA,NA,NA,NA,NA
"17717","00-0039351","Dominick Puni","Dominick","Dominick","Puni","D.Puni","Dominick",NA,"PUN141154","57207","PuniDo00","163815","11694","5092959","32005055-4e14-1154-d73c-5f4c0140ba47","2000-02-24","OL","OT","OL","G",77,313,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ig3zuxuiem0nqnrytcls","Kansas; Central Missouri","Big Twelve Conference","77",2024,2026,"SF","ACT","ACT","Active",3,"G","A",2024,3,86,"SF"
"17718","00-0013297","Tau Pupua","Tau","Tau","Pupua",NA,NA,NA,"PUP650966",NA,NA,NA,NA,NA,"32005055-5065-0966-85d0-90add33a2d96","1971-08-25","DL","DT",NA,NA,77,290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/osxkzachsrf62w5ev92c","Weber State",NA,"0",1995,1995,"CLE","RES",NA,NA,0,NA,NA,NA,NA,NA,NA
"17719","00-0013298","Alfred Pupunu","Alfred","Alfred","Pupunu",NA,NA,NA,"PUP664466",NA,"PupuAl00",NA,NA,"290","32005055-5066-4466-38c5-a12f535b1a5b","1969-10-17","TE","TE",NA,NA,74,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oglkwfhggl34sj1kaqym","Weber State; Dixie College (UT)",NA,"81",1992,2000,"DET","CUT",NA,NA,9,NA,NA,NA,NA,NA,NA
"17720","00-0025587","Melila Purcell","Melila","Melila","Purcell",NA,NA,NA,"PUR083058","32393",NA,"3816",NA,NA,"32005055-5208-3058-73a4-c82a588d5acf","1984-02-05","DL","DE",NA,NA,77,295,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oegxoctps72a4c7d5s1o","Hawaii",NA,"0",2007,2008,"CLE","DEV",NA,NA,1,NA,NA,NA,NA,NA,NA
"17721","00-0029890","Mike Purcell","Mike","Michael","Purcell","M.Purcell","Mike",NA,"PUR087672","40347","PurcMi00","8530","2835","16377","32005055-5208-7672-171f-2d3c2eb649cd","1991-04-20","DL","NT","DL","INTERIOR_LINE",75,328,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thcksouge8z0pgfli6xt","Wyoming","Mountain West Conference","98",2013,2023,"DEN","ACT","CUT","Active",8,"DI","A",NA,NA,NA,NA
"17722","00-0040473","Myles Purchase","Myles","Myles","Purchase","M.Purchase","Myles",NA,"PUR091133","58918","PurcMy00","144548",NA,"4701177","32005055-5209-1133-f291-c7bf373fa49c","2002-11-26","DB","CB","DB","SLOT_CB",71,205,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avkosuxipwnq7llaj8bz","Iowa State","Big Twelve Conference",NA,2025,2025,"NYG","DEV","RES","Reserve/Future",0,NA,NA,NA,NA,NA,NA
"17723","00-0026493","Tanner Purdum","Tanner","Tanner","Purdum","T.Purdum","Tanner",NA,"PUR221717","34300","PurdTa00","5508","2046","12605","32005055-5222-1717-3eb6-f68fe7dba7a9","1984-08-15","SPEC","LS",NA,NA,75,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qgiug1wama4nukbowp6a","Baker University",NA,"46",2010,2016,"NYJ","ACT","CUT",NA,7,"LS",NA,NA,NA,NA,NA
"17724","00-0037834","Brock Purdy","Brock","Brock","Purdy","B.Purdy","Brock",NA,"PUR243289","54727","PurdBr00","77672","10307","4361741","32005055-5224-3289-b108-8aab5e23b748","1999-12-27","QB","QB","QB","QB",73,220,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj","Iowa State","Big Twelve Conference","13",2022,2026,"SF","ACT","ACT","Active",5,"QB","A",2022,7,262,"SF"
